53.86033697;42.02316035;14.50274082;11.33875023;12.73978643;33.10019473;40.59791182;38.65962636;15.59879834;16.18316675;18.80981753;42.60070785
88.06245381;96.73606384;104.3840762;95.66477872;92.30086773;93.12962998;87.34811555;90.59472819;97.52183531;102.240968;92.42791371;86.86693878
7.073037195;7.836436377;8.143279719;7.774687093;6.099568522;7.570601107;7.839719725;7.976555611;7.440918101;7.403738508;6.855618962;7.457434396
6.146172565;6.773945344;6.579171535;5.420184507;4.322449734;5.9933875;6.286166026;6.359331443;5.850491104;5.020475429;5.382349289;6.020372828
0.207093247;0.185079266;0.21461194;0.241126262;0.306736913;0.240244036;0.242172933;0.154883368;0.249159246;0.266967042;0.281282205;0.234568377
50.54913699;56.14562618;56.05138525;50.07018692;48.09492923;50.27473182;53.57510383;53.19676684;52.26676145;46.14353514;45.81846506;49.37439124
0.856894266;0.56586822;0.689759493;0.86351313;0.97312404;0.683234718;0.479216259;0.67750712;0.778941577;1.067741402;0.780236849;0.544904959
8.277653063;7.380275618;6.991348002;5.798339178;6.102287537;7.246667738;8.564964994;6.556044749;7.732298501;5.807447821;6.196767499;7.038291758
15.4454227;16.30988549;15.54898231;14.47379514;11.23262917;15.5363227;15.67574662;16.94803532;16.08604006;15.09361473;14.25343427;15.7898348
13.13060846;14.41395162;14.08894093;13.43016461;9.923429914;13.7900548;14.62660805;14.73068528;14.09778803;12.51318402;12.14642366;14.29109228
14.69960721;18.18258634;22.98825506;20.18266866;22.57273164;13.02878028;11.42901581;19.53783705;24.01191004;33.16705191;13.47335092;12.58787818
2.601357375;2.534931941;2.499763686;2.529966244;3.001986945;2.783027829;2.554255217;2.322742662;2.59157483;2.694195194;2.700527006;2.59997241
12.31038976;12.7666946;11.32929171;10.79902451;10.51566818;11.31602093;11.69606306;12.46118398;11.55649031;11.02063799;10.7575865;10.53764055
7.183643394;7.517956613;6.224534701;5.374157593;5.209828319;6.436395728;7.477008822;6.553030286;5.771901599;4.833151372;4.83074403;5.724449646
10.60645215;9.112417661;15.31763345;17.62341468;13.92975293;14.12159885;11.70373493;11.32795252;15.38688383;15.48497917;15.03099753;12.25884997
0.473023381;0.154567012;0.072951669;0.289541872;0.476458126;0.236166039;0.322720778;0;0.302187774;0.497957438;0.496875367;0.133103687
3.352471823;1.494464705;3.849439675;5.420865609;6.096389176;3.256061216;2.825563099;4.706563059;4.698806904;6.713904204;6.060709775;3.372514949
5.097503528;5.669165232;5.371823449;4.301028355;4.29274145;4.366524036;5.554754811;6.474149113;5.776581395;3.962685977;3.597145878;4.371235173
28.13052167;29.98683881;27.18365619;25.37847824;21.53544407;28.0926178;29.09117325;27.22759729;29.33312891;22.75209321;24.60979634;26.43136101
6.15558091;6.357890561;6.728566342;6.18564858;5.554900822;6.002502905;6.446836403;6.988558007;6.470355507;5.545211014;5.886612401;6.921361996
19.88843009;19.64760065;18.51711488;19.20284012;18.05541596;19.03802613;20.61360929;19.22258096;18.92894181;17.97903358;18.54430885;18.97879557
0.055549303;0.029947404;0;0;0.035461304;0.04787109;0.009937359;0.02731322;0.005551707;0.037782294;0.078308387;0.011673981
0.765449563;0.850313741;0.924138252;0.469215481;0.392571334;0.621980747;0.985763009;0.866208325;0.572765996;0.615514791;0.800467425;0.900563537
0.767288058;0.533478568;0.805032057;1.52633621;2.1950413;1.178515005;1.344386869;0.833065553;1.252224089;1.548956271;1.600965698;1.034005514
24.14465598;22.8555824;21.3497921;20.98785478;21.75819343;22.27056801;23.39871174;22.05475763;21.28165523;19.84016546;20.32508806;21.86527326
33.78658448;39.97905043;44.52037806;35.99353111;29.63684042;34.61044174;37.35426307;36.19404643;39.89943295;33.00079123;29.19112156;35.232394
2.863961501;2.757714607;2.858841827;3.334137996;3.020582826;2.496140468;2.922760589;3.154447328;3.08973619;2.833142054;2.652185908;2.929272138
2.218908599;1.271660823;2.550264152;2.845576994;2.97423936;2.211468507;1.048378369;1.603017435;2.707853649;4.163256168;3.722656627;1.552507489
7.910807608;8.874683441;17.2470969;15.14450899;11.35080106;8.648075853;8.683857558;9.879160606;14.16067653;10.433912;9.410733624;6.906852728
8.868995625;9.628408796;10.2067166;8.530761511;7.770341051;8.90244924;9.813039469;10.4551715;9.008483141;7.975915035;7.232027745;8.883821483
19.3146667;21.06581286;17.76556483;16.37470513;15.34423519;16.65984385;18.25466293;17.64791921;16.07964449;14.55251008;15.24665021;16.74408767
0.493019449;0.695779915;0.491859415;0.417519282;0.121005238;0.484008635;0.85896718;0.469103689;0.359704994;0.486527593;0.59781367;0.532326489
0.09240538;0.119574822;1.034345056;2.8432434;1.275573265;0.148212376;0.066020197;0.267109695;0.293444968;1.138336651;0.907028166;0.406137988
27.2706421;25.19667294;20.26458359;18.73074732;18.08483372;25.93683977;26.51064176;24.19625054;19.93164861;18.31103376;18.22513773;23.82972673
0.266374215;0.15882858;0.030635872;0.18015908;0.227214554;0.262653971;0.131427073;0.141722543;0.186353766;0.240440375;0.250340199;0.111709728
